0.0	-2e9
136.190427455	-2e9
272.380854909	-2e9
408.571282364	-2e9
544.761709818	-2e9
680.952137273	-2e9
817.142564727	-2e9
953.332992182	-2e9
1089.52341964	-2e9
1225.71384709	-2e9
1361.90427455	-2e9
1498.094702	-2e9
1634.28512945	-2e9
1770.47555691	-2e9
1906.66598436	-2e9
2042.85641182	-2e9
2179.04683927	-2e9
2315.23726673	-2e9
2451.42769418	-2e9
2587.61812164	-2e9
2723.80854909	-2e9
2859.99897655	-2e9
2996.189404	-2e9
3132.37983145	-2e9
3268.57025891	-2e9
3404.76068636	-2e9
3540.95111382	-2e9
3677.14154127	-2e9
3813.33196873	-2e9
3949.52239618	-2e9
4085.71282364	-2e9
4221.90325109	-2e9
4358.09367854	-2e9
4494.284106	-2e9
4630.47453345	-2e9
4766.66496091	-2e9
4902.85538836	-2e9
5039.04581582	-2e9
5175.23624327	-2e9
5311.42667073	-2e9
5447.61709818	-2e9
5583.80752564	-2e9
5719.99795309	-2e9
5856.18838054	-2e9
5992.378808	-2e9
6128.56923545	-2e9
6264.75966291	-2e9
6400.95009036	-2e9
6537.14051782	-2e9
6673.33094527	-2e9
6809.52137273	-2e9
6945.71180018	-2e9
7081.90222764	-2e9
7218.09265509	-2e9
7354.28308254	-2e9
7490.47351	-2e9
7626.66393745	-2e9
7762.85436491	-2e9
7899.04479236	-2e9
8035.23521982	-2e9
8171.42564727	-2e9
8307.61607473	-2e9
8443.80650218	-2e9
8579.99692964	-2e9
8716.18735709	-2e9
8852.37778454	-2e9
8988.568212	-2e9
9124.75863945	-2e9
9260.94906691	-2e9
9397.13949436	-2e9
9533.32992182	-2e9
9669.52034927	-2e9
9805.71077673	-2e9
9941.90120418	-2e9
10078.0916316	-2e9
10214.2820591	-2e9
10350.4724865	-2e9
10473.061854	-2e9
10595.6512214	-2e9
10718.2405889	-2e9
10840.8299563	-2e9
10963.4193238	-2e9
11086.0086912	-2e9
11208.5980586	-2e9
11331.1874261	-2e9
11453.7767935	-2e9
11576.366161	-2e9
11698.9555284	-2e9
11821.5448959	-2e9
11944.1342633	-2e9
12066.7236308	-2e9
12189.3129982	-2e9
12311.9023656	-2e9
12434.4917331	-2e9
12557.0811005	-2e9
12679.670468	-2e9
12802.2598354	-2e9
12924.8492029	4.0
13047.4385703	6.0
13170.0279377	7.0
13292.6173052	9.0
13415.2066726	16.0
13537.7960401	-148.0
13660.3854075	-142.0
13782.974775	-153.0
13905.5641424	-169.0
14028.1535099	-157.0
14150.7428773	-228.0
14273.3322447	-217.0
14395.9216122	-196.0
14518.5109796	-174.0
14641.1003471	-162.0
14763.6897145	-119.0
14886.279082	-59.0
15008.8684494	-47.0
15131.4578168	-16.0
15254.0471843	-1.0
